talent_id,talent_title,skill
128,Security Engineer8,"['AES/RSA Encryption', 'Algorithms and Data Structures', 'Cyber Security', 'Ethical Hacking', 'Python', 'Vault', 'White Hat Link Building']"
129,Security Engineer9,"['Auth0', 'Cyber Security', 'Ethical Hacking', 'JWT', 'OAuth APIs', 'Python', 'Security', 'White Hat Link Building']"
130,Security Engineer10,"['AES/RSA Encryption', 'Algorithms and Data Structures', 'Blockchain', 'Ethical Hacking', 'JWT', 'OAuth APIs', 'Problem Solving', 'Security', 'Server-Sent Events', 'White Hat Link Building']"
131,Security Engineer11,"['AES/RSA Encryption', 'Algorithms and Data Structures', 'Auth0', 'Cyber Security', 'Ethical Hacking', 'JWT', 'OAuth APIs', 'Python Security Automation', 'Security', 'Shell Scripting']"
132,Security Engineer12,"['Auth0', 'Blockchain', 'Cyber Security', 'Ethical Hacking', 'OAuth APIs', 'Server-Sent Events', 'Shell Scripting', 'Vault']"
133,Security Engineer13,"['AES/RSA Encryption', 'Algorithms and Data Structures', 'Blockchain', 'JWT', 'OAuth APIs', 'Problem Solving', 'Python', 'Python Security Automation', 'Security', 'SSL/TLS & Certificate Authorities', 'Vault']"
134,Security Engineer14,"['Algorithms and Data Structures', 'OAuth APIs', 'Python', 'Python Security Automation', 'Shell Scripting']"
135,Security Engineer15,"['AES/RSA Encryption', 'Blockchain', 'Cyber Security', 'JWT', 'OAuth APIs', 'Python', 'Security', 'Server-Sent Events', 'Shell Scripting']"
136,Security Engineer16,"['AES/RSA Encryption', 'Blockchain', 'JWT', 'OAuth APIs', 'Python', 'Python Security Automation', 'Server-Sent Events', 'SSL/TLS & Certificate Authorities']"
137,Security Engineer17,"['Blockchain', 'Cyber Security', 'Ethical Hacking', 'JWT', 'OAuth APIs', 'Python', 'Python Security Automation', 'Vault', 'White Hat Link Building']"
138,Security Engineer18,"['Algorithms and Data Structures', 'Blockchain', 'Problem Solving', 'Python Security Automation', 'Security', 'Vault']"
139,Security Engineer19,"['Blockchain', 'JWT', 'Python', 'SSH']"
140,Security Engineer20,"['Auth0', 'Blockchain', 'Cyber Security', 'Ethical Hacking', 'OAuth APIs', 'Problem Solving', 'SSL/TLS & Certificate Authorities', 'Vault']"
141,Security Engineer21,"['Blockchain', 'Python', 'Server-Sent Events', 'SSL/TLS & Certificate Authorities', 'Vault', 'White Hat Link Building']"
142,Security Engineer22,"['AES/RSA Encryption', 'Cyber Security', 'Ethical Hacking', 'Problem Solving', 'Security', 'SSL/TLS & Certificate Authorities', 'Vault']"
143,Security Engineer23,"['AES/RSA Encryption', 'Auth0', 'JWT', 'Python', 'Python Security Automation', 'Security', 'Vault']"
144,Security Engineer24,"['Algorithms and Data Structures', 'Cyber Security', 'Ethical Hacking', 'JWT', 'OAuth APIs', 'Problem Solving', 'Security', 'Server-Sent Events', 'SSH']"
145,Security Engineer25,"['JWT', 'OAuth APIs', 'Problem Solving', 'Shell Scripting', 'SSH', 'Vault', 'White Hat Link Building']"
146,Security Engineer26,"['Blockchain', 'Cyber Security', 'JWT', 'Problem Solving', 'Python', 'Server-Sent Events']"
147,Security Engineer27,"['Auth0', 'Problem Solving', 'Python', 'Python Security Automation', 'Security', 'SSH', 'White Hat Link Building']"
148,Security Engineer28,"['Algorithms and Data Structures', 'Auth0', 'Ethical Hacking', 'Security', 'Server-Sent Events']"
149,Security Engineer29,"['AES/RSA Encryption', 'Cyber Security', 'JWT', 'Python', 'Shell Scripting', 'SSL/TLS & Certificate Authorities', 'White Hat Link Building']"
150,Security Engineer30,"['Algorithms and Data Structures', 'Auth0', 'OAuth APIs', 'Problem Solving', 'Server-Sent Events', 'Shell Scripting', 'SSH', 'SSL/TLS & Certificate Authorities', 'Vault', 'White Hat Link Building']"
151,DotNet Developer1,"['.NET Core', 'ASP.NET Boilerplate', 'ASP.NET Web Forms', 'C', 'C++', 'Git', 'GitHub', 'Microservices', 'SQL', 'Visual Basic', 'Web API', 'Web Development', 'Xamarin']"
152,DotNet Developer2,"['.NET', 'Algorithms and Data Structures', 'ASP.NET Boilerplate', 'GitHub', 'MVC', 'SOAP', 'Visual Basic .NET', 'Visual C++', 'Web API', 'XML']"
153,DotNet Developer3,"['ASP.NET Boilerplate', 'ASP.NET Core', 'ASP.NET MVC', 'ASP.NET/C#', 'C++', 'Git', 'MVC', 'SOAP', 'Web Services']"
154,DotNet Developer4,"['Algorithms and Data Structures', 'ASP.NET Core', 'ASP.NET MVC', 'ASP.NET Web Forms', 'Back-End Development', 'C#', 'GitHub', 'Microservices']"
155,DotNet Developer5,"['.NET MVC', 'ASP.NET', 'ASP.NET Boilerplate', 'ASP.NET Core', 'ASP.NET Web Forms', 'ASP.NET/C#', 'C#', 'MVC', 'SQL', 'Web API']"
156,DotNet Developer6,"['.NET Core', '.NET MVC', 'Algorithms and Data Structures', 'ASP.NET', 'ASP.NET Core', 'ASP.NET/C#', 'C#', 'Git', 'GitHub', 'SOAP', 'Visual Basic', 'Web API', 'Web Development']"
157,DotNet Developer7,"['ASP.NET', 'ASP.NET Boilerplate', 'ASP.NET Core', 'ASP.NET MVC', 'Visual C++']"
158,DotNet Developer8,"['Algorithms and Data Structures', 'ASP.NET Boilerplate', 'ASP.NET Web Forms', 'C', 'C#', 'C++', 'Microservices', 'SQL', 'Visual Basic', 'Visual Basic .NET', 'Visual C++', 'Web API']"
159,DotNet Developer9,"['.NET', 'ASP.NET', 'ASP.NET Boilerplate', 'ASP.NET Web Forms', 'ASP.NET/C#', 'Git', 'SQL', 'Web API', 'Web Services', 'Xamarin', 'XML']"
160,DotNet Developer10,"['.NET Core', '.NET MVC', 'Algorithms and Data Structures', 'ASP.NET', 'ASP.NET Core', 'C#', 'Fullstack Development', 'Git', 'Visual C++', 'Web API', 'Web Development']"
161,DotNet Developer11,"['.NET', 'ASP.NET Boilerplate', 'ASP.NET Core', 'ASP.NET Web Forms', 'Back-End Development', 'Fullstack Development', 'MVC', 'Visual Basic', 'Xamarin']"
162,DotNet Developer12,"['ASP.NET/C#', 'C++', 'Fullstack Development', 'MVC', 'SOAP', 'SQL', 'Web API']"
163,DotNet Developer13,"['.NET MVC', 'ASP.NET MVC', 'Git', 'Microservices', 'SOAP', 'SQL']"
164,DotNet Developer14,"['.NET', '.NET Core', 'ASP.NET', 'C++', 'GitHub', 'MVC', 'Visual Basic', 'Visual Basic .NET', 'Web Development', 'Xamarin']"
165,DotNet Developer15,"['C', 'C#', 'Git', 'GitHub', 'Microservices', 'SQL', 'Web Services']"
166,DotNet Developer16,"['.NET', 'ASP.NET Boilerplate', 'ASP.NET/C#', 'C', 'C#', 'C++', 'GitHub', 'MVC', 'SQL', 'Visual Basic']"
167,DotNet Developer17,"['C', 'Visual C++', 'Web Development']"
168,DotNet Developer18,"['.NET MVC', 'ASP.NET Core', 'C', 'C++', 'GitHub', 'MVC', 'Visual C++', 'Web API', 'Web Development']"
169,DotNet Developer19,"['.NET MVC', 'ASP.NET Web Forms', 'Fullstack Development', 'SOAP', 'SQL']"
170,DotNet Developer20,"['ASP.NET Boilerplate', 'ASP.NET MVC', 'ASP.NET Web Forms', 'C', 'C++', 'GitHub', 'Visual Basic', 'Visual Basic .NET', 'Visual C++', 'Xamarin']"
171,DotNet Developer21,"['.NET Core', '.NET MVC', 'ASP.NET Boilerplate', 'ASP.NET/C#', 'Visual C++', 'Web API']"
172,DotNet Developer22,"['Algorithms and Data Structures', 'ASP.NET Core', 'ASP.NET Web Forms', 'ASP.NET/C#', 'Back-End Development', 'C#', 'SOAP', 'SQL', 'Visual Basic .NET', 'Web API']"
173,DotNet Developer23,"['ASP.NET Boilerplate', 'ASP.NET Web Forms', 'ASP.NET/C#', 'Fullstack Development', 'Git', 'GitHub', 'Visual Basic .NET', 'Web API', 'Web Development']"
174,DotNet Developer24,"['Back-End Development', 'C', 'C#', 'C++', 'Git', 'Web API', 'Xamarin']"
175,DotNet Developer25,"['ASP.NET', 'ASP.NET Boilerplate', 'C', 'MVC', 'Visual C++', 'Web Development']"
176,DotNet Developer26,"['ASP.NET MVC', 'Back-End Development', 'C++', 'Fullstack Development', 'SOAP', 'Visual Basic', 'Visual C++']"
177,DotNet Developer27,"['.NET MVC', 'ASP.NET Boilerplate', 'Back-End Development', 'C', 'C++', 'Git', 'GitHub', 'Visual Basic', 'Web API', 'Xamarin']"
178,DotNet Developer28,"['.NET', 'Algorithms and Data Structures', 'ASP.NET Boilerplate', 'ASP.NET Core', 'ASP.NET/C#', 'C#', 'Microservices', 'Visual C++', 'XML']"
179,DotNet Developer29,"['.NET Core', 'ASP.NET', 'ASP.NET Core', 'C', 'C++', 'Git', 'SQL', 'Visual C++']"
180,DotNet Developer30,"['.NET MVC', 'Algorithms and Data Structures', 'ASP.NET', 'C#', 'Visual Basic', 'Visual C++', 'Web API', 'Web Services', 'XML']"
181,FullStackJS 1,"['ArcGIS JavaScript API', 'C', 'D3.js', 'Firebase', 'Highcharts', 'Node.js', 'Postman', 'Sails.js']"
181,FullStackJS 1,"['ArcGIS JavaScript API', 'C', 'D3.js', 'Firebase', 'Highcharts', 'Node.js', 'Postman', 'Sails.js']"
182,FullStackJS 2,"['Back-End Development', 'C', 'Ember.js', 'Fullstack Development', 'GitHub', 'JavaScript', 'Knockout.js', 'Microservices', 'PostgreSQL', 'SQL']"
182,FullStackJS 2,"['Back-End Development', 'C', 'Ember.js', 'Fullstack Development', 'GitHub', 'JavaScript', 'Knockout.js', 'Microservices', 'PostgreSQL', 'SQL']"
183,FullStackJS 3,"['GraphQL', 'JavaScript', 'JSON', 'Knockout.js', 'MVVM', 'Next.js', 'Node.js', 'SQL']"
183,FullStackJS 3,"['GraphQL', 'JavaScript', 'JSON', 'Knockout.js', 'MVVM', 'Next.js', 'Node.js', 'SQL']"
184,FullStackJS 4,"['Git', 'Javascript ES6', 'jQuery', 'JSON', 'MariaDB', 'Nest.js', 'Postman', 'UI Development']"
184,FullStackJS 4,"['Git', 'Javascript ES6', 'jQuery', 'JSON', 'MariaDB', 'Nest.js', 'Postman', 'UI Development']"
185,FullStackJS 5,"['AdonisJS', 'CSS', 'Ember.js', 'Java', 'MongoDB', 'NW.js', 'Web Development']"
185,FullStackJS 5,"['AdonisJS', 'CSS', 'Ember.js', 'Java', 'MongoDB', 'NW.js', 'Web Development']"
186,FullStackJS 6,"['Algorithms and Data Structures', 'Express.js', 'GraphQL', 'NoSQL', 'Sails.js']"
186,FullStackJS 6,"['Algorithms and Data Structures', 'Express.js', 'GraphQL', 'NoSQL', 'Sails.js']"
187,FullStackJS 7,"['Back-End Development', 'Feathers JS', 'Fullstack Development', 'JSON', 'Knockout.js', 'MongoDB', 'Nest.js', 'NW.js', 'OOP', 'SQL']"
187,FullStackJS 7,"['Back-End Development', 'Feathers JS', 'Fullstack Development', 'JSON', 'Knockout.js', 'MongoDB', 'Nest.js', 'NW.js', 'OOP', 'SQL']"
188,FullStackJS 8,"['Algorithms and Data Structures', 'Back-End Development', 'Design Patterns', 'Feathers JS', 'Firebase', 'GitHub', 'Javascript ES6', 'Knex.js', 'Knockout.js', 'MongoDB', 'MVC', 'MVP', 'Nuxt.js']"
188,FullStackJS 8,"['Algorithms and Data Structures', 'Back-End Development', 'Design Patterns', 'Feathers JS', 'Firebase', 'GitHub', 'Javascript ES6', 'Knex.js', 'Knockout.js', 'MongoDB', 'MVC', 'MVP', 'Nuxt.js']"
189,FullStackJS 9,"['Durandal.js', 'ExtJS', 'Feathers JS', 'MVVM', 'MySQL', 'Nest.js', 'NoSQL', 'NW.js', 'REST/RESTful APIs', 'Vue.js']"
189,FullStackJS 9,"['Durandal.js', 'ExtJS', 'Feathers JS', 'MVVM', 'MySQL', 'Nest.js', 'NoSQL', 'NW.js', 'REST/RESTful APIs', 'Vue.js']"
190,FullStackJS 10,"['C', 'Design Patterns', 'ExtJS', 'GraphQL', 'Highcharts', 'jQuery', 'MySQL', 'UI Development']"
190,FullStackJS 10,"['C', 'Design Patterns', 'ExtJS', 'GraphQL', 'Highcharts', 'jQuery', 'MySQL', 'UI Development']"
191,FullStackJS 11,"['AngularJS', 'C', 'Durandal.js', 'Ember.js', 'ExtJS', 'Feathers JS', 'Firebase', 'Fullstack Development', 'Meteor.js', 'Node.js', 'NPM Packages Development', 'OOP', 'Postman', 'React', 'UI Development']"
191,FullStackJS 11,"['AngularJS', 'C', 'Durandal.js', 'Ember.js', 'ExtJS', 'Feathers JS', 'Firebase', 'Fullstack Development', 'Meteor.js', 'Node.js', 'NPM Packages Development', 'OOP', 'Postman', 'React', 'UI Development']"
192,FullStackJS 12,"['Express.js', 'Feathers JS', 'Git', 'GitHub', 'JSON', 'Knockout.js', 'MariaDB', 'MVP', 'MySQL', 'Next.js', 'Nuxt.js']"
192,FullStackJS 12,"['Express.js', 'Feathers JS', 'Git', 'GitHub', 'JSON', 'Knockout.js', 'MariaDB', 'MVP', 'MySQL', 'Next.js', 'Nuxt.js']"
193,FullStackJS 13,"['Back-End Development', 'GraphQL', 'Javascript ES6', 'Knex.js', 'OOP']"
193,FullStackJS 13,"['Back-End Development', 'GraphQL', 'Javascript ES6', 'Knex.js', 'OOP']"
194,FullStackJS 14,"['ArcGIS JavaScript API', 'C', 'CSS', 'Express.js', 'Java', 'Meteor.js', 'Node.js', 'NPM Packages Development', 'NW.js', 'Sails.js', 'UI Development']"
194,FullStackJS 14,"['ArcGIS JavaScript API', 'C', 'CSS', 'Express.js', 'Java', 'Meteor.js', 'Node.js', 'NPM Packages Development', 'NW.js', 'Sails.js', 'UI Development']"
195,FullStackJS 15,"['ArcGIS JavaScript API', 'Durandal.js', 'Ember.js', 'GraphQL', 'Java', 'JavaScript', 'Nest.js', 'Node.js', 'REST/RESTful APIs']"
195,FullStackJS 15,"['ArcGIS JavaScript API', 'Durandal.js', 'Ember.js', 'GraphQL', 'Java', 'JavaScript', 'Nest.js', 'Node.js', 'REST/RESTful APIs']"
196,FullStackJS 16,"['D3.js', 'Ember.js', 'Feathers JS', 'Fullstack Development', 'MongoDB', 'NoSQL', 'NPM Packages Development', 'REST/RESTful APIs', 'Vue.js', 'Web Development']"
196,FullStackJS 16,"['D3.js', 'Ember.js', 'Feathers JS', 'Fullstack Development', 'MongoDB', 'NoSQL', 'NPM Packages Development', 'REST/RESTful APIs', 'Vue.js', 'Web Development']"
197,FullStackJS 17,"['Durandal.js', 'Feathers JS', 'Javascript ES6', 'MariaDB', 'OOP', 'PostgreSQL', 'Postman', 'UI Development']"
197,FullStackJS 17,"['Durandal.js', 'Feathers JS', 'Javascript ES6', 'MariaDB', 'OOP', 'PostgreSQL', 'Postman', 'UI Development']"
198,FullStackJS 18,"['AdonisJS', 'Express.js', 'ExtJS', 'JavaScript', 'jQuery', 'NoSQL', 'Nuxt.js']"
198,FullStackJS 18,"['AdonisJS', 'Express.js', 'ExtJS', 'JavaScript', 'jQuery', 'NoSQL', 'Nuxt.js']"
199,FullStackJS 19,"['D3.js', 'Highcharts', 'JavaScript', 'Javascript ES6', 'MVP', 'MySQL', 'Node.js', 'NoSQL', 'SQL', 'Vue.js']"
199,FullStackJS 19,"['D3.js', 'Highcharts', 'JavaScript', 'Javascript ES6', 'MVP', 'MySQL', 'Node.js', 'NoSQL', 'SQL', 'Vue.js']"
200,FullStackJS 20,"['ArcGIS JavaScript API', 'Back-End Development', 'ExtJS', 'Git', 'HTML', 'Knockout.js', 'Meteor.js', 'Microservices', 'OOP', 'REST/RESTful APIs', 'Web Development']"
200,FullStackJS 20,"['ArcGIS JavaScript API', 'Back-End Development', 'ExtJS', 'Git', 'HTML', 'Knockout.js', 'Meteor.js', 'Microservices', 'OOP', 'REST/RESTful APIs', 'Web Development']"
201,FullStackJS 21,"['Algorithms and Data Structures', 'Back-End Development', 'C', 'Design Patterns', 'Fullstack Development', 'GraphQL', 'jQuery', 'JSON', 'MVP', 'NW.js', 'OOP', 'Vue.js']"
201,FullStackJS 21,"['Algorithms and Data Structures', 'Back-End Development', 'C', 'Design Patterns', 'Fullstack Development', 'GraphQL', 'jQuery', 'JSON', 'MVP', 'NW.js', 'OOP', 'Vue.js']"
202,FullStackJS 22,"['AdonisJS', 'C', 'CSS', 'Ember.js', 'Feathers JS', 'jQuery', 'JSON', 'Microservices', 'MVP', 'PostgreSQL']"
202,FullStackJS 22,"['AdonisJS', 'C', 'CSS', 'Ember.js', 'Feathers JS', 'jQuery', 'JSON', 'Microservices', 'MVP', 'PostgreSQL']"
203,FullStackJS 23,"['AdonisJS', 'AngularJS', 'Design Patterns', 'Highcharts', 'Java', 'Knockout.js', 'Next.js', 'NPM Packages Development', 'Postman', 'REST/RESTful APIs', 'Web Development']"
203,FullStackJS 23,"['AdonisJS', 'AngularJS', 'Design Patterns', 'Highcharts', 'Java', 'Knockout.js', 'Next.js', 'NPM Packages Development', 'Postman', 'REST/RESTful APIs', 'Web Development']"
204,FullStackJS 24,"['Algorithms and Data Structures', 'D3.js', 'Feathers JS', 'Knex.js', 'MariaDB', 'MVP', 'Nest.js']"
204,FullStackJS 24,"['Algorithms and Data Structures', 'D3.js', 'Feathers JS', 'Knex.js', 'MariaDB', 'MVP', 'Nest.js']"
205,FullStackJS 25,"['AdonisJS', 'C', 'CSS', 'D3.js', 'Ember.js', 'HTML', 'JSON', 'Microservices', 'MVC', 'NoSQL', 'Nuxt.js']"
205,FullStackJS 25,"['AdonisJS', 'C', 'CSS', 'D3.js', 'Ember.js', 'HTML', 'JSON', 'Microservices', 'MVC', 'NoSQL', 'Nuxt.js']"
206,FullStackJS 26,"['AdonisJS', 'C', 'Feathers JS', 'Fullstack Development', 'GitHub', 'HTML', 'jQuery', 'Knex.js', 'MVP', 'Nest.js', 'React']"
206,FullStackJS 26,"['AdonisJS', 'C', 'Feathers JS', 'Fullstack Development', 'GitHub', 'HTML', 'jQuery', 'Knex.js', 'MVP', 'Nest.js', 'React']"
207,FullStackJS 27,"['Algorithms and Data Structures', 'ArcGIS JavaScript API', 'Design Patterns', 'Feathers JS', 'HTML', 'JavaScript', 'jQuery', 'Knex.js', 'Knockout.js', 'MariaDB', 'PostgreSQL', 'React', 'REST/RESTful APIs', 'Vue.js']"
207,FullStackJS 27,"['Algorithms and Data Structures', 'ArcGIS JavaScript API', 'Design Patterns', 'Feathers JS', 'HTML', 'JavaScript', 'jQuery', 'Knex.js', 'Knockout.js', 'MariaDB', 'PostgreSQL', 'React', 'REST/RESTful APIs', 'Vue.js']"
208,FullStackJS 28,"['ArcGIS JavaScript API', 'Git', 'Java', 'Microservices']"
208,FullStackJS 28,"['ArcGIS JavaScript API', 'Git', 'Java', 'Microservices']"
209,FullStackJS 29,"['Feathers JS', 'JavaScript', 'JSON', 'MongoDB', 'MVC', 'NPM Packages Development']"
209,FullStackJS 29,"['Feathers JS', 'JavaScript', 'JSON', 'MongoDB', 'MVC', 'NPM Packages Development']"
210,FullStackJS 30,"['AngularJS', 'Design Patterns']"
210,FullStackJS 30,"['AngularJS', 'Design Patterns']"
241,JavaSpringBoot Developer 1,"['Angular', 'Back-End Development', 'Design Patterns', 'J2EE', 'Maven', 'NoSQL', 'RDBMS', 'RxJava', 'Software Development', 'UI Development', 'XML']"
242,JavaSpringBoot Developer 2,"['HTML', 'Java', 'Maven', 'MongoDB', 'Problem Solving', 'RDBMS', 'UI Development']"
243,JavaSpringBoot Developer 3,"['AWS', 'Microservices', 'NoSQL', 'OAuth APIs', 'OOP', 'PostgreSQL']"
244,JavaSpringBoot Developer 4,"['AWS', 'Back-End Development', 'Core Java', 'Highcharts', 'HTML', 'Java JSF', 'PostgreSQL', 'Postman', 'Problem Solving', 'Spring Framework', 'Spring MVC', 'Typescript', 'Web Development', 'Web Sockets', 'XML']"
245,JavaSpringBoot Developer 5,"['Design Patterns', 'Gradle', 'Java', 'Spring', 'Spring Boot', 'Web Services']"
246,JavaSpringBoot Developer 6,"['Fullstack Development', 'JUnit', 'MongoDB', 'RxJava', 'SQL', 'UI Development', 'Web Development']"
247,JavaSpringBoot Developer 7,"['Algorithms and Data Structures', 'AWS', 'GitHub', 'Gradle', 'JUnit', 'MVC', 'OAuth APIs', 'Problem Solving', 'Spring', 'Spring Boot', 'Web API', 'Web Development', 'Web Sockets']"
248,JavaSpringBoot Developer 8,"['Angular', 'JDBC', 'MVC', 'NoSQL', 'Problem Solving', 'Spring Boot', 'Typescript']"
249,JavaSpringBoot Developer 9,"['Fullstack Development', 'HTML', 'Java JSF', 'JWT', 'Maven', 'Microservices', 'Problem Solving', 'SOAP', 'Web Development', 'Web Services', 'XML']"
250,JavaSpringBoot Developer 10,"['Design Patterns', 'Hibernate', 'Problem Solving', 'RxJava', 'Spring', 'Web Development', 'Web Sockets']"
251,JavaSpringBoot Developer 11,"['Algorithms and Data Structures', 'JWT', 'Maven', 'OOP', 'Problem Solving', 'REST/RESTful APIs', 'Software Development', 'Spring', 'Spring MVC', 'SQL', 'Web3']"
252,JavaSpringBoot Developer 12,"['Angular', 'AWS', 'Core Java', 'JDBC', 'Microservices', 'NoSQL', 'OOP', 'PostgreSQL', 'Typescript', 'Web Services', 'XML']"
253,JavaSpringBoot Developer 13,"['Java', 'JDBC', 'MVVM', 'Problem Solving', 'Web Development', 'Web3']"
254,JavaSpringBoot Developer 14,"['Design Patterns', 'Gradle', 'Highcharts', 'MySQL', 'Software Development', 'Spring Framework', 'Typescript']"
255,JavaSpringBoot Developer 15,"['Back-End Development', 'Core Java', 'Maven', 'Postman', 'Software Development', 'Spring', 'SQL', 'Typescript', 'Web Development', 'Web3']"
256,JavaSpringBoot Developer 16,"['Angular', 'AWS', 'Back-End Development', 'Design Patterns', 'Hibernate', 'HTML', 'NoSQL', 'SOAP', 'UI Development', 'Web Services']"
257,JavaSpringBoot Developer 17,"['Back-End Development', 'Core Java', 'Git', 'MongoDB', 'NoSQL', 'Postman', 'Spring Framework', 'Spring MVC', 'XML']"
258,JavaSpringBoot Developer 18,"['JDBC', 'MySQL', 'Postman', 'SOAP', 'Spring Boot', 'Web3']"
259,JavaSpringBoot Developer 19,"['Back-End Development', 'Design Patterns', 'Firebase', 'Hibernate', 'Highcharts', 'Java JSF', 'NoSQL', 'Spring', 'Web Development']"
260,JavaSpringBoot Developer 20,"['Back-End Development', 'Core Java', 'Git', 'JSON', 'JWT', 'MVVM', 'OOP', 'PostgreSQL', 'RDBMS', 'REST/RESTful APIs', 'Web API', 'Web Sockets']"
261,JavaSpringBoot Developer 21,"['AWS', 'Back-End Development', 'CSS', 'Git', 'Java 8', 'JDBC', 'JWT', 'Microservices', 'REST/RESTful APIs', 'UI Development', 'Web API', 'Web Development']"
262,JavaSpringBoot Developer 22,"['Design Patterns', 'J2EE', 'Spring Framework', 'SQL', 'Web API', 'Web Development', 'XML']"
263,JavaSpringBoot Developer 23,"['Algorithms and Data Structures', 'Design Patterns', 'Fullstack Development', 'Git', 'JWT', 'MVVM', 'RxJava', 'Spring MVC', 'UI Development', 'Web Development']"
264,JavaSpringBoot Developer 24,"['Gradle', 'Hibernate', 'JUnit', 'Maven', 'REST/RESTful APIs', 'Spring', 'Spring Boot', 'Spring Framework', 'SQL', 'UI Development', 'Web API', 'Web Development']"
265,JavaSpringBoot Developer 25,"['Back-End Development', 'CSS', 'Firebase', 'Git', 'Highcharts', 'JWT', 'MVVM', 'REST/RESTful APIs', 'RxJava', 'SOAP', 'Web Development', 'Web Services']"
266,JavaSpringBoot Developer 26,"['AWS', 'Core Java', 'Fullstack Development', 'JDBC', 'NoSQL', 'OOP', 'SOAP', 'Spring', 'SQL']"
267,JavaSpringBoot Developer 27,"['Angular', 'AWS', 'Core Java', 'Java', 'Java JSF', 'JDBC', 'Microservices', 'MongoDB', 'MySQL', 'SOAP', 'Spring', 'Spring Framework']"
268,JavaSpringBoot Developer 28,"['Highcharts', 'JSON', 'Maven', 'MVC', 'SOAP']"
269,JavaSpringBoot Developer 29,"['Fullstack Development', 'Gradle', 'Highcharts', 'Postman', 'Web API', 'Web Services']"
270,JavaSpringBoot Developer 30,"['AWS', 'Back-End Development', 'Java JSF', 'MVC', 'PostgreSQL', 'RDBMS', 'SQL', 'Web Services']"
